v_id,v_name,v_dist,v_cat
4d35fa4ddb7c236aec517465,Four Seasons Jamaican Restaurant,736,Caribbean Restaurant
58110e6938fa8f87624a65ff,Lexotique Restaurant & Fritay,1327,Caribbean Restaurant
4b8c8b23f964a520e2d532e3,Trinidad Golden Palace Restaurant,602,Bakery
549dded5498e3fb730bce086,Nostran Fresh Cafe,699,Bakery
4f32890519836c91c7e14e0c,Cocks Restaurant,611,Food
4f43515619834bc91f55ed3b,Yoyo Family Restaurant,671,Food
4cf85473ee0ea143c3ce3b97,Ullah Restaurant,1134,Indian Restaurant
58c5d4de409f5601c6e4a7d7,Yummy Chinese Restaurant,946,Chinese Restaurant
4e810e790aaf2b392cc6432b,Eastern Chinese Restaurant,540,Asian Restaurant
4f3238af19836c91c7c21ccf,Cherrys Restaurant,574,Food
4ba154a4f964a5204cad37e3,Ital Shak Vegetarian Restaurant,599,Vegetarian / Vegan Restaurant
4f3258bc19836c91c7cebd61,Isla Restaurant,595,Food
4bbd4b798ec3d13a85fd1b28,Imperial Kitchen Chinese Restaurant,850,Chinese Restaurant
4f32733319836c91c7d8fd5f,Kalani's Restaurant and Catering,613,Food
4f5e3885e4b0cfc5e35cea3a,China Star restaurant,611,Asian Restaurant
51edc7e1498e24cb61840f88,Golden Asian Restaurant,591,Chinese Restaurant
4f43693119834bc91f56a26b,Marcel Restaurant,648,Food
4f3269ab19836c91c7d55959,Mr Chan Chinese Restaurant,9,Food
4c1ad571eac020a10a0144c2,China Hao Restaurant,1068,Chinese Restaurant
5620226b498eeefe09a24ab1,Tasty Delicious Bakery & Restaurant,83,Bakery
4c4cc9d9172b76b0610209d1,Tropical Paradise Restaurant,558,Caribbean Restaurant
4f32294319836c91c7bc2f55,Number 1 Chinese Restaurant,155,Chinese Restaurant
4d3b0c6d1fc36dcbbc206df5,Siu's Restaurant,1078,Chinese Restaurant
4cadfb8e8c48a09360b2702c,J J's Coffee Shop,790,Coffee Shop
4ed7e059b8f7e740d1a8f5f3,P&S Bakery & Restaurant,1117,Bakery
4dc085ac0cb60a0db2ec1093,Topaze West Indian & American Restaurant,1113,Caribbean Restaurant
4f32410d19836c91c7c56b47,Kam Kuo Restaurant,312,Food
59adea52a92d9826fc72af61,Duncans Island Style Restaurant,356,Caribbean Restaurant
4e7dd2d7d3e3294a67bcd8e8,Top Taste Restaurant,657,Caribbean Restaurant
4c71de9b8efc370408c1117d,Man Do,903,Chinese Restaurant
4ba2c372f964a520371738e3,Cafe Alta Restaurant,634,Restaurant
4cfef9c3f1605481e9ce96ea,Taste of China Restaurant,1047,Chinese Restaurant
4fc16470e4b0117b739cc24b,Island Grove Restaurant,847,Caribbean Restaurant
4dfc0123b3ad26d18b9f71fd,Subway Restaurant #52037,649,Sandwich Place
4d8a7b7226a36ea877f7f5ad,Joyce's West Indian Restaurant,571,Caribbean Restaurant
4f32533219836c91c7cc9c0c,Lin Hing Restaurant,545,Food
4f32685d19836c91c7d4d6b5,Smooth Taste Restaurant-Juice Bar,595,Food
4d9221a27379b60cecd3db07,You Yi Chinese Restaurant,1108,Chinese Restaurant
4e4e6c69bd4101d0d7a9d640,Prestige Carribean Restaurant,768,Caribbean Restaurant
4c9a87beb8e9224b0da64e3d,Boston Jerk City,615,Caribbean Restaurant
4e8f7d1f61afcfde297b3971,Mando Chinese Restaurant,782,Chinese Restaurant
513fb5e3e4b0249deeed386d,FLAVA II  RESTAURANT AND BAKERY,1080,Caribbean Restaurant
4f326eb619836c91c7d74326,Leslies Palace Caribbean Bar and Restaurant,887,Food
4e6949d61f6ee8476e67f34f,A & V Pizza,1021,Pizza Place
509d5d58e4b08f34f7e5f81d,Taste Supreme Jamaican Restaurant,1103,Caribbean Restaurant
4f3290d619836c91c7e4417b,Yvette's Restaurant,1059,Food
4f3289cb19836c91c7e1968a,Libon Restaurant,1073,Food
4e6680e0b0fbcbb043b9e19a,Blake's International Restaurant,1085,Food
51254b85e4b0a34a772e4490,Silver Krust West Indian Restaurant,670,Caribbean Restaurant
4f32686d19836c91c7d4dd40,Spice Jam Restaurant,1084,Food
4f44878f19836ed00194b511,La Verite Restaurant,1097,Food
4f323d5a19836c91c7c3f347,Finger Licking Restaurant and Bakery,1097,Bakery
4f438c8f19834bc91f57736f,Pearlys Jamaican Restaurant,1098,Food
4f32989319836c91c7e731d4,La Deesse Restaurant,1098,Food
4f32afd619836c91c7efe2c0,Quisqueya Restaurant,1106,Food
4f32af4619836c91c7efad1b,Deshan Restaurant,1106,Food
4f949906e4b0e90bfcb6ea7d,Cathedral Restaurant,1308,Caribbean Restaurant
4f4bce80e4b0927adc4900ae,Dutch Pot Jamaican and American Restaurant,884,Caribbean Restaurant
4fd1048de4b007f80912cc71,Plum Tree restaurant & catering,1072,Caribbean Restaurant
4f321b2519836c91c7b676d1,Andy's Restaurant,1370,Food
56074d7e498ecd0d69d3a282,Radhuni Restaurant,103,Halal Restaurant
4c0c4663340720a1e17d8993,El Mirador,50,Mexican Restaurant
4f324d4719836c91c7ca4a1e,Ambrosia Italian and Albanian Restaurant,55,Food
4a997860f964a5207a2e20e3,George's Restaurant,1056,Diner
4bcc8a5bb6c49c7435e49391,Subway,71,Sandwich Place
514bbad4e4b068662028db31,Mi Barrio Taqueria Restaurant,117,Mexican Restaurant
4c49da11fbafc92881b67bdb,Andrew's Coffee Shop,941,Diner
4cb72a73e262b60c083a74e0,Ghoroa Sweets and Restaurant,88,Restaurant
4aaa69bff964a520dc5520e3,Faros Restaurant,76,Diner
4c7c6874247cb60c6f375e5e,403 Restaurant,330,Chinese Restaurant
4b718914f964a520c04b2de3,Madina Restaurant and Sweets,892,Indian Restaurant
57c4b6dc498ece54312a9a70,Angelica's Coffee Shop,447,Coffee Shop
4bfe05b3f61dc9b6f0f09fde,Halal Food,122,Food Truck
4f32463019836c91c7c77d1e,Little Bandgladesh Restaurant,110,Food
5915b78f5315935b2758c388,Windsor Coffee,780,Coffee Shop
4bfff933147bd13a0c7c2a4d,El Morro Restaurant & Bar,425,Restaurant
4bcc5400cc8cd13a20adc0cf,Gabby's Coffee Shop,782,Breakfast Spot
4f43ff6d19836ed00191a70f,Edna's Glatt Kosher Delicatessen Restaurant,184,Deli / Bodega
4ca21c392fb1a143ecb20a41,Heimeshe Coffee,366,Coffee Shop
583e6f5e809a772590e8b0fd,Taqueria Restaurante Mi Barrio,125,Restaurant
4b4cff35f964a52023c726e3,Friendly's Chinese Food,181,Chinese Restaurant
4db0f4371e729fcc56497f20,Mashallah,946,Indian Restaurant
4d3783f6b9e5224bf1924b90,Best coffee,1198,Coffee Shop
4f32a7c819836c91c7ece800,Green City Restaurant,350,Food
4bb7871f98c7ef3ba4e82f02,Shayna's Restaurant,973,Caribbean Restaurant
543052e7498e15b89f88b167,Greenhouse Restaurant,365,Indian Chinese Restaurant
4c69abae8d22c92873dcb745,Wing Shing,479,Chinese Restaurant
4bba7c79b35776b06d04cb01,Gran Prestigio,677,Caribbean Restaurant
4e1b155f7d8bb17ec63a95de,Steeplechase Coffee,685,Café
4c48b5159f2ad13a35895352,El Gavilan,456,Mexican Restaurant
4aa53b7bf964a520a84720e3,Bene Restaurant & Pizzeria,1508,Pizza Place
4c923ed551d9b1f7943c8746,China Xing,916,Chinese Restaurant
4d866c1750913704eaceab5b,Shandar Sweet & Restaurant,954,Restaurant
4f327baa19836c91c7dc2deb,Jerusalem Restaurant,558,Middle Eastern Restaurant
4be0ab3e98f2a593010cc35a,"Pardes Pizza, Falafel, & Dairy Restaurant",559,Café
577c1866498e094bfd909c19,Primavera Restaurant,682,Latin American Restaurant
4e4cdeb0bd413c4cc66cd444,Stella's Diner,912,College Cafeteria
4ec3dad0cc213c5f1f88b6f8,Perla Restaurant,606,Spanish Restaurant
5754cfc9498e848fcf38d2c9,Kohinoor Restaurant,637,Indian Restaurant
5447c968498e78a9fe31d076,Hadi Restaurant,745,Pakistani Restaurant
53a85590498e962965ff6c32,Zaragoza's Restaurant,685,Mexican Restaurant
4d600366b6b9a1cd41227651,the vegetarian restaurant,792,American Restaurant
5254952d11d2313bbecf8872,Masbia Restaurant,665,American Restaurant
4f321ce019836c91c7b72d52,Moon Pizzeria and Restaurant,728,Pizza Place
4b8eae78f964a520a13033e3,Julia's Restaurant,1264,Mexican Restaurant
4deff41fc65b0270f3a1510f,Best Coffee & Luncheonette,1190,Coffee Shop
4bf808a75317a5935202ff7e,Vi Min Chinese Restaurant,813,Chinese Restaurant
5b3235e6340a58002c8fe888,Polo Coffee,1040,Coffee Shop
4a3332f3f964a520139b1fe3,Smiling Pizza Restaurant,1135,Pizza Place
4aa53b7bf964a520a84720e3,Bene Restaurant & Pizzeria,621,Pizza Place
5915b78f5315935b2758c388,Windsor Coffee,908,Coffee Shop
534bd584498e77fc6dc4f08b,Muse Coffee & Tea,1133,Café
4d7ec3eb8700370476127899,Royal Deli & Coffee Shop,594,Deli / Bodega
4cfc0ea52d80a1436b0c4fd8,Terrace Coffee Shop,272,Diner
49ce8650f964a520505a1fe3,Southside Coffee,958,Coffee Shop
4aa058fcf964a520433f20e3,Sushi Yama,244,Sushi Restaurant
5429df2b498e49927f118d89,extra virgin pop up restaurant,242,Italian Restaurant
4a47af4cf964a520f4a91fe3,Elora's Restaurant,244,Mexican Restaurant
4b4b90e4f964a5207aa026e3,Fonda,817,Mexican Restaurant
4f44619119836ed00193c349,Circles Restaurant,500,Food
5b345debf62f2b002cdafe16,Outdoor Bar & Restaurant,514,Restaurant
50856d05e4b0ee1f10c48013,Jai Dee Thai Restaurant,858,Thai Restaurant
4e4dce87bd41b76bef9368fe,Happy House Seafood Restaurant,829,Seafood Restaurant
4e1b155f7d8bb17ec63a95de,Steeplechase Coffee,958,Café
4de03417b0fbe2cfa600a2f8,La Isla,1235,Spanish Restaurant
4d600366b6b9a1cd41227651,the vegetarian restaurant,1003,American Restaurant
4f323b7f19836c91c7c3386f,Katina's Restaurant,953,Food
4cc344c682388cfa0fc66635,J & R Restaurant,941,Latin American Restaurant
4c9bda5b54c8a1cd2904754b,Park Slope Restaurant Tour,939,Restaurant
4b25858af964a520437324e3,Ten Japanese Cuisine,807,Sushi Restaurant
4ae0febdf964a520668421e3,Java Indonesian Rijsttafel,762,Indonesian Restaurant
4b14beecf964a5203ba623e3,Athena Mediterranean Cuisine,1043,Greek Restaurant
53d2f064498e0558e547d092,Castillo Restaurant,1256,Latin American Restaurant
5560983b498ead268a134aac,Pablito's Taqueria & Restaurant,1273,Mexican Restaurant
49d00451f964a520f55a1fe3,El Continental,1223,Latin American Restaurant
4b649f99f964a52030c32ae3,Princess Pizzeria,1262,Italian Restaurant
4bb791d653649c7467e445fb,Monsignor's Restaurant,1217,Italian Restaurant
4d0aafeaf608721ea8a6370f,Soigne,1134,American Restaurant
4a6c86e5f964a520b8d01fe3,Tom's Restaurant,289,Diner
4a3302fcf964a520ea9a1fe3,Udom Thai Restaurant & Bar,124,Thai Restaurant
5702919e498e027e6b744f8c,"The Estaminet Brooklyn - Crepes, Juice, Coffee",979,Café
4aa70faff964a520e54b20e3,Happy Restaurant,692,Chinese Restaurant
53401b19498ec1404d49f68f,Stumptown Coffee,106,Coffee Shop
58dd09108ab03f7e1b7199f7,Bantam Coffee Counter,242,Coffee Shop
4c011f91de3376b0fe47f9a4,NYC Love Coffee,682,Food Truck
544f0b97498e9587ae6b4b5f,Sisters,695,Gastropub
5179ff2ae4b0c5568cc0a8d1,Night Owl Coffee,236,Coffee Shop
5169a366e4b04280a1bfb383,Milk River Restaurant,470,Restaurant
5aad4841be7078047f9eba2c,Parlor Coffee,640,Coffee Shop
4bef2b31f2712d7f696afbd8,Buka Nigerian Restaurant,660,African Restaurant
4aa932eaf964a5206d5220e3,564 Grand Restaurant,327,Spanish Restaurant
5ae650a9625a66002c72c8ba,Washington Coffee And News,308,Newsstand
4bf679c45efe2d7f93296734,brooklyn coffee house,826,Coffee Shop
4dba10405da389d2c2339d2a,Daily Press Coffee,933,Coffee Shop
49f50c9ff964a5208a6b1fe3,Gen,127,Sushi Restaurant
586353a30319b827e6f96120,North Cold Restaurant Equipment and Walking Boxes,439,Restaurant
4c7710f25cd6b1f721193e94,Wai Ling Tex-Mex Chinese Restaurant,632,Chinese Restaurant
5b4f3301c47cf9002cfe8f7d,Coffee Land,950,Café
4c78352b2d3ba14356298ad0,Shanghai Restaurant,1021,Chinese Restaurant
4db17d2e0cb6442b2ec9f813,El Castillo Restaurant Spanish Food,1073,Spanish Restaurant
4b526abdf964a5204c7c27e3,New Peking Chinese Restaurant,989,Chinese Restaurant
5066f61be4b0c7c05195fd30,National Coffee Day,834,Coffee Shop
4ba7ff89f964a5201fc539e3,No. 1 Chinese Kitchen,244,Chinese Restaurant
5aa376f38194fc7e0d5a1017,Olas Coffee,700,Coffee Shop
4caf51bfef1b3704457b3100,Chris Caribbean Restaurant,1145,Caribbean Restaurant
429ba900f964a52079241fe3,Sugarcane,927,Caribbean Restaurant
43810e00f964a520eb2a1fe3,Bushbaby Coffee & Teahouse,1034,Coffee Shop
50e79e88e4b0d3547b82e5f3,Catfish,990,Cajun / Creole Restaurant
49baae9af964a52095531fe3,James,630,New American Restaurant
4bab8c25f964a5206ab23ae3,Happy Wok,797,Chinese Restaurant
4addbdd4f964a520926521e3,The Breukelen Coffee House,803,Coffee Shop
4d2c493c849f3704ce3e9941,Carmen's Coffee Cart,719,Food Truck
50359ba1e4b05ec15f1cd52b,Jake's Coffee,810,Coffee Shop
4fbe7d96e4b05cd27a471c22,Rogers coffee shop,1356,Restaurant
4ce3dada2407a1cdc14850d0,Coffee Cart At Livingston & Boerum,880,Food Truck
4bc8ffd9fb84c9b67c491a3e,Bergen Pizza,930,Pizza Place
4f3298b919836c91c7e73fc8,Purity Restaurant At Prospect Heights,313,Food
4b2973f1f964a520229f24e3,Fulton Thai,783,Thai Restaurant
4ad8d0e5f964a520f11421e3,Natural Blend,372,Vegetarian / Vegan Restaurant
41478600f964a520c41c1fe3,Geido,690,Japanese Restaurant
5c55f13fe55d8b002ca9dde3,Stand Coffee,1099,Coffee Shop
4f32134c19833175d60e10ee,Eastern Coffee Co,1181,Coffee Shop
4f32823719836c91c7deae0e,Coffee House,1176,Coffee Shop
4c673e729cb82d7f024593d2,Sapid Indian Restaurant,335,Indian Restaurant
4c7318bd57b6a143386dc7cc,King Chef,547,Chinese Restaurant
4bf724bb4a67c9280c2a23cf,El Viejo Yayo,1151,Latin American Restaurant
52a3e55b498edb2473ae14cb,Gorilla Coffee,1004,Coffee Shop
50df8236e4b09e22f537c1b9,Pearl Indian Food,757,Indian Restaurant
506ef5e6e4b06f9dbb264036,Tropical Coffee Shop,210,Spanish Restaurant
4e2d97f3b0fbc2edac37c3a1,Wing Luck Restaurant,207,Restaurant
4f3260c919836c91c7d1e640,Belmont Coffee Shop,688,Coffee Shop
4ec4ad6482313b6730005154,Golden Lotus Chinese Restaurant,516,Chinese Restaurant
4f0ce523e4b0354496f59d77,Lucky Star Restaurant,667,Chinese Restaurant
4f4348b719834bc91f55b418,China City Restaurant,536,Chinese Restaurant
5580a9ce498eda267b806bfb,great Wall Chinese restaurant,542,Asian Restaurant
4db1d1f94df03036e8d7bcbf,Joy Garden,973,Chinese Restaurant
52586b6711d294c4b1ca3d9e,Subway restaurant,797,Sandwich Place
4f32113819833175d60d430c,Sun Hing Restaurant,766,Food
4d9f6e7ec22f6ea8f87b1fa8,Tropical Coffe Shop,398,Restaurant
4f32874919836c91c7e0a1c7,Manna Restaurant,507,Food
4c38bd4693db0f470e222292,Mike's Island Grill,746,Caribbean Restaurant
500e0acce4b00fee855a7cad,50 Restaurant & Bakery,749,Caribbean Restaurant
500b42b9e4b000b8d941e424,Shun Jia Chinese Restaurant,746,Chinese Restaurant
4f326fd319836c91c7d7ae42,This and That Restaurant,724,Food
4da0d0369aa4721eec46ed19,Jah Michael's Restaurant,726,Caribbean Restaurant
581293d6d67c6d72cd94e63f,Lebron Restaurant,739,Breakfast Spot
4f43692319834bc91f56a222,Atacuaba Restaurant,755,Food
4e0e4357b61c3fe47801f3a9,Condado Restaurant,561,Latin American Restaurant
4f32608519836c91c7d1cb5b,Hong Li Chinese Restaurant,819,Chinese Restaurant
4d0e554b4f4b2d43fd317849,Yokohama Japanese Restaurant,1013,Japanese Restaurant
4c435e9ff97fbe9a40b6b930,Villa Castillo,918,American Restaurant
4f43be7119834bc91f58a003,Shun Li Chinese Restaurant,814,Chinese Restaurant
4f326f7119836c91c7d7893b,Paradise International Restaurant,839,Food
4f3270d919836c91c7d8154b,Prince Jamaican Restaurant,938,Food
4f323d9d19836c91c7c40e67,Silverspoon International Restaurant,975,Food
4f329ea519836c91c7e971e2,M and M El Buen Sabor Restaurant,1056,Food
4f32390b19836c91c7c241d2,Number 1 Chinese Restaurant,1039,Chinese Restaurant
4f32af0519836c91c7ef960c,Chengs Restaurant,1102,Food
5137d93ce4b0bdfe86f732ab,keiture restaurant,1086,Caribbean Restaurant
4f3279cc19836c91c7db7b50,Newwah Yung Chinese Restaurant,1008,Chinese Restaurant
4e14e35f1f6e29fb7d4b7521,Big Apple Restaurant,767,Spanish Restaurant
579f7057498ed7ece3c795d0,WB Caribbean Restaurant,1143,Caribbean Restaurant
4f3249e219836c91c7c8f532,Lun Hop Restaurant,1209,Food
4dbf5e39fa8cc78a86111d59,ADJ Coffe Shop,1135,Café
4f5fa19be4b0e506038ebb38,Trinidad Restaurant & Bakery,917,Caribbean Restaurant
4df2b5dc483bdb5e1371d6ad,Tasty Delicious Bakery & Restaurant,1115,Bakery
4f3224fa19836c91c7ba8312,Golden Star One Restaurant,1165,Food
55b02e05498ef881a3a44c6d,The Flat's BK Speed Coffee,358,Coffee Shop
4a69c95df964a52008cc1fe3,Oslo Coffee,848,Coffee Shop
45f91993f964a52041441fe3,Gottlieb's Restaurant,269,Diner
587a78ae7ff1e421e3a638a9,Allegro Coffee,1020,Coffee Shop
4a945657f964a520432120e3,Oslo Coffee Roasters,746,Coffee Shop
4bd3e8089854d13a2ce1fe4d,Las Tainas Bar & Restaurant,196,Lounge
5b3cdc52c9a517002c585380,Blue Bottle Coffee,1114,Coffee Shop
44ca1c8af964a520f6351fe3,Gimme Coffee,921,Coffee Shop
4cbf77008db3b60cdb867878,Greens ackermans restaurant,82,Pizza Place
59a02f741755620376920796,Think Coffee,892,Coffee Shop
4ab3ef09f964a5202e6f20e3,La Isla Restaurant,152,Latin American Restaurant
4cb215401463a143b6a2aaa9,The West—Coffeehouse & Bar,764,Bar
4d33b71c2c76a1434f2f7ec7,Zamaan Hookah Bar and Lounge,209,Hookah Bar
4c9e387d46978cfae0699f7f,La Vega Restaurant,875,Latin American Restaurant
4b65fffff964a5208c0d2be3,L Stop Coffee Shop,922,Coffee Shop
45e54b4ef964a5203e431fe3,New Apolo Restaurant,750,Chinese Restaurant
4ba5b31ef964a520ca1c39e3,El Emperador Elias,185,Latin American Restaurant
512997d7e4b0b35362953cb1,OTB,588,Bar
4a297571f964a52093951fe3,Sabrina's Pizzeria,150,Pizza Place
4cf445586c29236a8b5975a2,Mei Wei Restaurant,156,Chinese Restaurant
4e9d8012d3e31270c8eeb7b1,Moto Coffee Window,321,Café
3fd66200f964a5207feb1ee3,Diner,739,Diner
4f32a5c019836c91c7ec22b3,Aldos Coffee Shop,378,Coffee Shop
5b0d4bb735811b002ca21a75,Champion Coffee,1134,Coffee Shop
4f32abf419836c91c7ee752d,"Williamsburg Pizza and Restaurant, Greens Pizza",168,Pizza Place
3fd66200f964a5206bf11ee3,M Shanghai Bistro,656,Chinese Restaurant
4bd1ace4462cb7137b96da07,Vecino Pizzeria & Restaurant,662,Latin American Restaurant
4a655d46f964a52086c71fe3,La Flor del Canario Restaurant,540,Spanish Restaurant
50c34691498eb4ce466918be,NBR Bridge and Coffee Run,445,Athletics & Sports
4f324bc019836c91c7c9b16e,Itzu's Kosher Restaurant,189,Food
4554c3b0f964a520113d1fe3,Juliette,1090,French Restaurant
5b0709272f97ec002c9bf61c,Stand Coffee,771,Coffee Shop
4cba7794f50e224b993cf4fb,Coffee Circle,1033,Café
4ccc6d142b889c74ed3ba35c,Beverly's Coffee,745,Coffee Shop
4b3a1ffef964a520616125e3,Terry's,154,Breakfast Spot
474d9e49f964a520ad4c1fe3,Mexico 2000,262,Taco Place
4f323ec419836c91c7c485c9,El Amigo Restaurant,222,Food
4bd756025cf276b0b8089b00,Bettes Window Coffee,709,Coffee Shop
4ee2482230f87dc0a6b9f001,Mike's Coffee Shop,656,Coffee Shop
52c2f60011d21dea0ad603c9,Craft Coffee,1049,Tech Startup
4b23e5bcf964a5204f5c24e3,Sal's Pizzeria,1009,Pizza Place
4f1b41b1e4b0889e052280b0,Grand bakery,730,Bakery
4b888229f964a52017fd31e3,Ako,1094,Sushi Restaurant
4af4d994f964a520e1f621e3,Kam Sing,860,Chinese Restaurant
53790278498e3333aa81476d,stumptown coffee,968,Coffee Shop
5162c87ee4b0e85bc12cab6c,Craft Coffee HQ,928,Tech Startup
4bc64ff3d35d9c74868fe23a,Sazon Perez,602,Latin American Restaurant
5a8840539e0d5409e0830cb2,Gusto Latino Cafe Restaurant,1018,Latin American Restaurant
4a08e2fff964a52022741fe3,Fiore,665,Italian Restaurant
5204cf1a498e1c3145628cb2,Coffee Cart - Myrtle / Wyckoff,32,Coffee Shop
4f3236e219836c91c7c16aed,Jarabacoa Restaurant,34,Food
4b422fa1f964a52076ce25e3,Tony's Pizzeria & Restaurant,543,Pizza Place
58208326569e1b2ffb14595c,Cafeenz International Coffee Shop,233,Coffee Shop
4c22c2ec7e85c92885a3bc21,Arepera Guacuco Restaurant,743,Arepa Restaurant
4b9d94b0f964a520d3b436e3,New Apolo Restaurant,734,Chinese Restaurant
4bd5bc257b1876b0e2398b86,CM Coffee Shop,895,Coffee Shop
598abd6904d1ae59d5a6264f,Sey Coffee,1025,Coffee Shop
57990818498e69e03bd05c59,Los Marineros Restaurant,851,Mexican Restaurant
4e4d71cfbd413c4cc6711dd5,Crazy Chicken Restaurant & Coffee Shop,1152,Coffee Shop
4abc0b97f964a520218620e3,Xing Wang Restaurant,839,Chinese Restaurant
5818974a38fa5b066b4ee6ff,Hearts Coffee,673,Coffee Shop
52f5694c498e910b4f7b3cc7,Variety Coffee Roasters,858,Coffee Shop
4bc7b3f2af07a5937dc57f2d,Claribel Restaurant,867,Latin American Restaurant
5234b63a498e0ab4ca8a2422,Moly's Asian Restaurant,606,Asian Restaurant
53bcaee4498e94a3433f9bc7,The Coffee Shop,251,Coffee Shop
4b92a11ef964a520800b34e3,Alizee Coffee Shop,269,Coffee Shop
4f324d4319836c91c7ca4901,La Vega Bar and Restaurant,144,Food
5bb4bf96c21cb1002c4812cc,Hala Coffee & Kitchen,917,Coffee Shop
5061039e498e317f7a52972f,King's Food Chinese Restaurant,1091,Chinese Restaurant
4bef6df0f2712d7f86ccfbd8,No. 1 Chinese Restaurant,618,Chinese Restaurant
4e4ce44ebd413c4cc66d0102,La Orilla Restaurant,553,Restaurant
50a78a73e4b0aeb88acb499e,Wilson Ave coffee truck,411,Food Truck
4c3cb59b4bc9a593930bd371,Coffee Shop,835,American Restaurant
4d692fb02ab82d43eb88d4d5,Loma Restaurant,867,Spanish Restaurant
4e4ce40dbd413c4cc66cff29,Mi Parador Restaurant,918,Spanish Restaurant
4f321e4519836c91c7b7c0d8,Beijing Garden Chinese Restaurant,200,Chinese Restaurant
4dd6d110814d85e931ff48e4,Zefe's Mexican Restaurant,334,Mexican Restaurant
4e4d72debd413c4cc671264b,La Fogata Bar Restaurant & Cafe,1082,Restaurant
4f32479019836c91c7c80da7,Adriano Coffee Shop,646,Food
4e4ce45ebd413c4cc66d018c,Cecilia Restaurant,212,Restaurant
50ca02dbe4b008ce05b27426,Coffee & Beyond,720,Café
4cb94f999552b60ca9d8d28b,Ivy Star Mexican Restaurant & Bar,559,Bar
4c7bdb3a566db60c2aeb4b0e,Joaquin Coffee Shop,512,Latin American Restaurant
5574b113498e907e6ee793bb,Sweet Coffee Delight,1085,Latin American Restaurant
4f492e26e4b0e1322aac51a1,Groundhouse Coffee,938,Coffee Shop
5570b64c498ea7cbfdec9439,Wilson's Tea & Coffee,192,Restaurant
4ea477c3b80355a98298c471,Oak and Iris Coffee Shop & Cafe,923,Coffee Shop
4c8bc6b15e38b1f7fc082bf9,Mi Bella Dama restaurant,436,Caribbean Restaurant
4f325bf219836c91c7d002d0,Harrison Place Coffee Shop,1031,Coffee Shop
4b5f846ff964a52014bf29e3,China City Restaurant,930,Chinese Restaurant
585c9e5a7d0f6d0aa2d90e6c,New Santa Ana Restaurant,661,Mexican Restaurant
4f32057d19833175d60a7ea9,Frank's Coffee Shop,1179,Coffee Shop
523f5d46498edd52f1fde87b,Soldier Jerk Center and Restaurant,972,Caribbean Restaurant
4f281f70e4b0600378943c5c,Pena Family Restaurant,327,Mexican Restaurant
53701f88498ef5316dcd6de5,Green Sky Restaurant,398,Chinese Restaurant
4c450f6574ffc928d48576cc,Coffee Shop,689,Coffee Shop
4f44ec1819836ed001977d14,Da Wong Chinese Restaurant,421,Food
4e5daf7f22718258c484e731,China Garden Chinese Restaurant,622,Chinese Restaurant
51f55bd3498e8771834182d0,La Perla Restaurant,451,Spanish Restaurant
550abf1d498ebde0f6d8d4c4,Lackawanna Coffee,123,Coffee Shop
4d263a6337a1b60c34b09db8,Ariana Coffee Shop,352,Coffee Shop
4b2d8948f964a5207dd824e3,Peaches Restaurant,836,Southern / Soul Food Restaurant
4dc37705fa76d685cdaf0893,Crown Fried Chicken Coffee Shop,603,Fast Food Restaurant
53a99306498eaeb85e6e3300,Anchor Coffee,349,Coffee Shop
54550e00498efbb0dc34de7a,Burly Coffee,540,Coffee Shop
5ba95edefe3740002cde5b78,Żabka Coffee,899,Coffee Shop
4db8e1cc93a0f369e86400ff,Good Friends Chinese Restaurant,593,Chinese Restaurant
5b854d2ff5e9d7002d2104db,Kitten Coffee,774,Coffee Shop
507de8b0e4b0bfd41388d034,Ricky's Eat-Well Jamaican Restaurant,859,Caribbean Restaurant
5662f5d3498e53d321cd3456,"S,T Coffee",670,Coffee Shop
52a102da11d29a428cb564e7,Crocus Coffee,247,Coffee Shop
57533de6498e0f101c5c3a70,Cozy Coffee,774,Coffee Shop
56f07966498e18f9b8ec1522,Ian's Coffee Shop,1025,Coffee Shop
4c1971edfe5a76b073ae0315,New Hardee Chinese Restaurant,576,Chinese Restaurant
5061039e498e317f7a52972f,King's Food Chinese Restaurant,979,Chinese Restaurant
589f51079343e07629090fb6,Little Roy Coffee Co.,514,Coffee Shop
4f4334a119834bc91f555252,Kum Wah Restaurant,516,Food
5616853e498ebe79dad80a34,Subaltern Coffee Co.,348,Coffee Shop
53c68400498eed8d9c3a7213,Mary's Coffee Shop,615,Diner
4edaf5560e61d46ad8c472e5,Lee Chinese Restaurant,1031,Asian Restaurant
572e0e7f498ef0f740dd8229,BoHaus Coffee and Flowers,566,Coffee Shop
4c3cb59b4bc9a593930bd371,Coffee Shop,1029,American Restaurant
55d5280d498e930ee608fe21,Wonderful Asian Restaurant,247,Chinese Restaurant
4e1f1a3545dd3be9c47a2bab,Brothers Coffee Shop,917,Latin American Restaurant
4b287093f964a5205d9324e3,New No. 1 Chinese Restaurant,1164,Chinese Restaurant
4dd35234d22d4d4d408c1d1f,New Fu En Sun Hing Restaurant,904,Chinese Restaurant
52503c1b11d2bedff695a240,Chaitty Coffee Shop,536,Coffee Shop
4c324e416f1fef3ba43bec3d,Good Friend Chinese Restaurant,327,Chinese Restaurant
4d8de1c01716a143264a23f7,Kitten Coffee,753,Coffee Shop
581b5561b293f71968a9ac92,bue cofe  french toast & coffee shop,871,Coffee Shop
4bfec075369476b04fcc8c1f,Wing Cheong,841,Chinese Restaurant
