v_name,v_cat,avg_dist_2_neighborhood,cnt_near_neighborhood,restaurant_id
Pho 32 & Shabu,Asian Restaurant,864.0,1,4bac2209f964a52042e63ae3
Pete's Pizzeria and Restaurant,Pizza Place,278.0,1,4b3ab13ff964a520c96c25e3
Chelsea Coffee House,Café,514.0,1,4c4617bbf88dc928e9b9ae75
Song San Korean Chinese restaurant,Korean Restaurant,746.0,1,58c4b9f89b7eac1809bfb6ae
Bayside Diner,Diner,837.0,1,4e3a8b6b1838961aff009449
Papazzio Restaurant,Italian Restaurant,306.0,1,4bb7ca5b1261d13a83e2e798
The Old Forge Restaurant and Bar,Food,317.0,1,4f32468919836c91c7c7a188
Planet Thai Restaurant,Thai Restaurant,320.0,1,4f43df4419836ed001910419
Bell Garden,Chinese Restaurant,277.0,1,4b78929ff964a520aad72ee3
Bay Breeze Restaurant,Food,345.0,1,4f32a76619836c91c7ecc3bb
Ayna Agra Indian Restaurant,Indian Restaurant,222.0,1,4f1f4996e4b01ff351a7a50c
Jade Sea Restaurant,Food,487.0,1,4f3238c819836c91c7c226e7
Starbucks,Coffee Shop,874.0,1,4a19ab55f964a520317a1fe3
Avli Little Greek Tavern,Greek Restaurant,197.0,1,4b801f9df964a520465430e3
Sabor Guarani,South American Restaurant,328.0,1,5612d364498e147771d222b4
Mr. Wasabi,Sushi Restaurant,566.0,1,4c4726dbc047be9abf9b2f79
Grand Restaurant,Dim Sum Restaurant,883.0,1,56bfc8c0cd10bb645d866c3d
Chinese House,Korean Restaurant,738.0,1,4d2a85698e102c0f52cdd06e
Farrell's Restaurant,Food,933.0,1,4f324e5d19836c91c7cab5b5
Myung Ja Restaurant,Food,888.0,1,4f32a59d19836c91c7ec153c
PSI Restaurant Consulting,Business Service,960.0,1,5498b0a6498eb4f2ee12930b
Maria's Trattoria Restaurant,Food,958.0,1,4f3215b719836c91c7b43e45
Ham Ji Bach,Korean Restaurant,760.0,1,4b3433cdf964a5200b2625e3
Dae Song Chinese Restaurant,Korean Restaurant,739.0,1,55be9d3a498e9f5df59cacd0
Ham Ji Bak Restaurant,Korean Restaurant,850.0,1,4e5d748688771beefa997b52
Panda Garden Chinese Restaurant,Chinese Restaurant,859.0,1,4ade2b85f964a5208c7321e3
Chicken Lovers,BBQ Joint,841.0,1,4ae0ba11f964a520f98121e3
Atlantis Coffee shop,Coffee Shop,394.0,1,4c73d9554bc4236abbe4ce7a
All Boro Coffee,Coffee Shop,193.0,1,4f3234d919836c91c7c0a693
TANG,Korean Restaurant,803.0,1,4b565b29f964a520eb0c28e3
Omega Coffee Shop,Diner,926.0,1,4c02de8839d476b099502fa7
Utopia,Coffee Shop,185.0,1,4e0b8f9422713e1301934a69
utopia coffee shop,Diner,702.0,1,4c77a571947ca1cd83e94737
192 Restaurant And Bar,American Restaurant,497.0,1,5a7657145f68b9111b0cab41
Pizza Garden,Pizza Place,516.0,1,4bd3afcd462cb713701fdf07
Great Wall Chinese Restaurant,Chinese Restaurant,1068.0,1,4f3eb07ce4b0c44ac42445e5
Bonn Cafe Restaurant,Coffee Shop,687.0,1,4f44825a19836ed001949ada
Bellissima Pizza & Restaurant,Pizza Place,780.5,2,4e4dc183bd41b76bef92a048
Jong Ga BBQ Restaurant,Korean Restaurant,557.0,1,4be2041918ab2d7f9fb55cb4
Nolbu Sushi,Korean Restaurant,830.0,1,4c49dd1ffbafc9282eb27fdb
Chicken Festival,Peruvian Restaurant,699.0,1,5161c05ce4b003de393ace70
Abacaki Fast Food Restaurant,Food,851.0,1,4f323b1919836c91c7c30f34
Pado Sushi Restaurant,Korean Restaurant,932.0,1,4dd9a5cfc65bee535ae8e26f
China King Chinese Restaurant,Chinese Restaurant,780.0,2,4e4dc16fbd41b76bef929ef9
The Inn Bar & Restaurant,Bar,1034.5,2,4e4dc177bd41b76bef929f7d
Fortune Garden,Chinese Restaurant,1134.0,1,4e28785ec65ba11f4c5cb9c3
That's Amore Restaurant,Italian Restaurant,937.0,1,4f320f3619833175d60c7957
Chester's Restaurant & Bar,American Restaurant,785.0,2,4e4dc15ebd41b76bef929df6
China King Restaurant,Chinese Restaurant,958.0,1,4f3254b319836c91c7cd2f26
Chow Green Garden Restaurant,Chinese Restaurant,834.5,2,5812959438fa6a3a65bcdf29
162-04 Northern Blvd Korean Restaurant,Korean Restaurant,964.0,1,4e4dd8eabd41b76bef941bcc
New Apple Chinese Restaurant,Chinese Restaurant,1018.0,2,4e4dc175bd41b76bef929f61
Bang Ga Ne Restaurant,Korean Restaurant,764.0,1,4c1eb73bb4e62d7fcebade93
Samwongahk Oriental Restaurant,Asian Restaurant,882.0,2,4e4dc189bd41b76bef92a096
Ginpachi Sushi Restaurant,Sushi Restaurant,547.0,1,564fd739498e0210364353cf
San Soo Kap San,Korean Restaurant,534.0,1,4bd2147ba8b3a593fc15675f
Je Ju Do Restaurant,Korean Restaurant,963.0,1,4bf814b25317a5934f1fff7e
Myung San,Korean Restaurant,965.0,1,4cdf457c78ddf04ddd07a098
Graziella Pizza & Restaurant,Pizza Place,583.0,1,4bae8a02f964a52051be3be3
Fratelli's Pizzeria & Restaurant,Pizza Place,872.0,1,4c001e7592a6c928deae43e2
Starbucks,Coffee Shop,619.0,1,4b360986f964a520d12f25e3
Shinsadong Korean Restaurant,Korean Restaurant,749.0,1,5315105311d25ec035d1d42f
Napoli Pizza,Pizza Place,775.0,1,4bce2e69c564ef3bead4edf0
Ocean Restaurant,Chinese Restaurant,1087.0,1,4b9d3e77f964a520b19c36e3
Best Garden Chinese Restaurant,Chinese Restaurant,515.5,2,5316051c11d2b2540d59332f
Bean & Bean,Coffee Shop,490.0,2,590a1b760d8a0f379c250f58
Toskana Pizzeria Restaurant,Pizza Place,333.0,2,4e4deb13bd41b76bef9552f1
Aunt Bella's,Italian Restaurant,494.0,2,4bc8f64c0687ef3bda0bd9cc
Il Bacco,Italian Restaurant,562.0,2,4bae85bef964a52073bc3be3
Suk Restaurant,Food,403.0,2,4f3253a019836c91c7ccc5b7
Bellagio's Restaurant,Food,773.0,2,4f325a2e19836c91c7cf51c0
Dragon Express Chinese Restaurant,Chinese Restaurant,664.5,2,49f3a080f964a520c36a1fe3
Best Garden Chinese Restaurant,Chinese Restaurant,711.0,1,531b58dd498ebc415c10d5f5
Il Toscano,Italian Restaurant,713.5,2,4bd23c50caff95215f71d2f0
Korean Restaurant,Korean Restaurant,528.0,2,4c350e28a0ced13a3140196e
Lima 33 Restaurant,Peruvian Restaurant,598.0,2,52d1e8f4498e56474f235066
Pinocchio Korean Restaurant,Korean Restaurant,652.0,2,4e4deb0cbd41b76bef955285
Tomi Sushi Japanese Restaurant,Japanese Restaurant,631.5,2,4e4deb09bd41b76bef955255
Greek Islands,Greek Restaurant,547.5,2,4c4786070f5aa59361527e76
Mizumi,Sushi Restaurant,635.0,1,4d02a1a0e350b60c3a1a7842
Sushi Family,Sushi Restaurant,419.0,2,4b8d6882f964a520e9f932e3
La Baraka Restaurant,French Restaurant,670.5,2,4b428a19f964a52002d625e3
Towers Restaurant & Caterers,Diner,823.0,1,4a077e2cf964a5206c731fe3
Bia Vietnamese Restaurant And Bar,Vietnamese Restaurant,1133.0,1,59936cfc93bd635a78855a48
Uncle Wok Restaurant,Chinese Restaurant,914.0,1,4f32192619836c91c7b5a566
Moghul Restaurant,Food,950.0,1,4f32b6fb19836c91c7f28ca9
Mother India Restaurant,Indian Restaurant,1053.0,1,4c38d5d46ec69c7409ce04a9
Dominican Restaurant 6,Latin American Restaurant,1094.0,1,4fe4c428e4b0b0a4e45956a1
King Rice Chinese Restaurant,Chinese Restaurant,371.0,1,4df56327c65bf55ee53269c2
kam's garden chinese restaurant,Chinese Restaurant,335.0,1,4ccc9ea3566aa093dbed22fd
Triple Crown Diner,Diner,431.0,1,4b6b5883f964a52064022ce3
Arturo's Ristorante Italiano,Italian Restaurant,455.0,1,4d0ab4386aa05481d5f5e5aa
Kam's Garden Chinese Restaurant,Chinese Restaurant,462.0,1,4e4dfb2abd4101d0d79f8d98
Starbucks,Coffee Shop,543.0,1,4be1803e8e2962b516589b0a
Nancy's Resturant,American Restaurant,1039.0,1,4c5352f2fd2ea593c1903e28
Benjy's Kosher Pizza & Falafel,Pizza Place,244.0,1,4b93fe04f964a520a75f34e3
Grill Point,Middle Eastern Restaurant,846.0,1,4b297d4df964a520c09f24e3
Far East Restaurant,Chinese Restaurant,751.0,1,4d8e8cf8c479a35d986b4997
Subway®,Sandwich Place,748.0,1,4d61a727b19fa143fc2405c9
Angelo's Restaurant,Pizza Place,930.0,1,4e4dbf36bd41b76bef92792c
Subway,Sandwich Place,1122.0,1,4bd9bf832e6f0f4721cb0b08
Annie Chan's Japanese Cuisine Restaurant,Japanese Restaurant,584.0,1,4e4dc0aabd41b76bef92944c
China Gourmet Chinese Restaurant,Chinese Restaurant,655.0,1,4c26a997c11dc9b6a8712924
Megawash Fresh Meadows,Laundry Service,511.0,1,4c2f9f5e452620a1e9e01d0f
Fresh Meadows Pizzeria and Restaurant,Pizza Place,488.0,1,4f327ad019836c91c7dbdda9
Starbucks,Coffee Shop,600.0,1,4a69b07ef964a520f9cb1fe3
Turquoise Kosher Fish Restaurant,Middle Eastern Restaurant,559.0,1,4f7a6226e4b03318f5a1642a
Chu Jiang Chinese Restaurant,Chinese Restaurant,582.0,1,4f43522419834bc91f55f370
Habustan Restaurant,Food,596.0,1,4f325d5d19836c91c7d090b3
"Jia Yuan Restaurant , Fresh Meadows",Food,608.0,1,4f32af7919836c91c7efc064
Romeo's Pizza,Pizza Place,604.0,1,4b847f25f964a520cf3831e3
Alba's Pizzeria & Restaurant,Pizza Place,828.0,2,4b905f23f964a520b08633e3
Roasttown coffee,Café,836.5,2,4eba90f49911cd1426d19e7e
Spiros Coffee Shop,Coffee Shop,838.0,2,4f32362519836c91c7c12305
Maxim Garden Chinese Restaurant,Chinese Restaurant,847.5,2,4c687fe42f6c0f47bfe61b7e
Marina Restaurant,Latin American Restaurant,955.0,1,4f36d50ae4b0532468917653
El Rinconcito De Los Sabores Restaurant & Deli,Mexican Restaurant,880.0,1,59adee44772fbc31795db551
El Dorado,Mexican Restaurant,775.0,1,4c9f858419e4236a52a65989
King Wok,Chinese Restaurant,754.5,2,4b7b5cf6f964a52012602fe3
Monumental Restaurant,Latin American Restaurant,647.0,1,4d460d68c3e5f04db8c3aa20
Royal Restaurant,Sushi Restaurant,949.5,2,4f45009219836ed001980c87
Jenny's Restaurant,American Restaurant,681.0,1,4e4c714fbd413c4cc6696c76
Umer Grill & Restaurant,Falafel Restaurant,693.0,1,4d88dcf5f607a09328f5de86
King's Chef,Chinese Restaurant,949.0,1,4ca8d63f76d3a09389f5196b
Agape Blends Cafe & Caterers,Breakfast Spot,844.0,1,4bdb0075a8d976b0b9950cb5
Khyber Indian Restaurant,Indian Restaurant,986.0,2,4b96926df964a520abd534e3
Hang Yan Chinese Restaurant,Chinese Restaurant,1060.0,1,58182a1138fae5d84938c35f
Tashkent Restaurant,Food,829.5,2,4f4473c519836ed0019432e1
Dominicano Internacional Restaurant,Spanish Restaurant,914.0,1,4e4ce22ebd413c4cc66cf051
O'Lavrador Restaurant,Mediterranean Restaurant,939.0,1,4d9506caaf3d236a94e6e8c6
Dragon House Restaurant,Food,966.0,1,4f32887119836c91c7e11580
Mataheko Restaurant,African Restaurant,964.0,1,4e320edb45ddcff0a75114a5
La Chaparrita Mexican Restaurant,Mexican Restaurant,971.0,1,4e4df9cabd4101d0d79f7161
Poloros Restaurant,Restaurant,977.0,1,4e4ce226bd413c4cc66ceffe
Pio Rico Restaurant,Food,972.0,1,4f32732119836c91c7d8f68e
Taj Mahal Restaurant & Party Hall,Indian Restaurant,588.0,1,4be334312fc7d13a7a81083a
New King Wok Restaurant,Chinese Restaurant,1055.0,1,4f44d9ee19836ed00196fa06
El Salvador Restaurant,Latin American Restaurant,1045.0,1,4e4ce267bd413c4cc66cf266
Geo's Pizzeria & Restaurant,Pizza Place,1070.0,1,589181864ca49b6aaebc9d4c
Subway Restaurant,Sandwich Place,603.0,1,4c0d0e237189c9286160d6b6
yosmira restaurant,Caribbean Restaurant,1040.0,2,50fb3ea5e4b02fe30d3df988
Donnett's Caribbean-american Restaurant,Caribbean Restaurant,1203.0,1,4e4ce25bbd413c4cc66cf1f6
Dai Hing Chinese Restaurant,Chinese Restaurant,868.5,2,4e331a0d7d8b6946c1ead24d
Sangria Tapas Bar & Restaurant,Tapas Restaurant,1092.0,1,4de1a34fd22d2a4ecdb38296
G's Home Style Cooking,Caribbean Restaurant,1086.0,1,5277db63498e38bc7edc25bf
Africana Restaurant,African Restaurant,920.0,1,4cc87d2646b43704d87242e1
Punta Cana Restaurant,Spanish Restaurant,707.0,1,4e0cedd48877c535e472c039
Punto Rojo,South American Restaurant,817.0,2,4b8aa812f964a520eb7732e3
Peking Chinese Restaurant,Chinese Restaurant,717.5,2,4f32770e19836c91c7da6f76
Bi Won Korean Restaurant,Korean Restaurant,224.0,1,4c8adb923dc2a1cda816b132
Patoug Persian Restaurant,Persian Restaurant,417.0,1,4c48daaba3ace21e0be4cb3a
Imperial Taste Chinese Restaurant,Chinese Restaurant,434.0,1,4c798ea03badb1f746964f54
Fresco Pizzeria & Restaurant,Pizza Place,376.0,1,563a3624cd105fac6eba4908
Samdado Restaurant,Korean Restaurant,390.0,1,4bf2c35055c7c9b66d776204
Joe's Pizzeria & Gyro Restaurant,Greek Restaurant,364.0,1,4c196a5b834e2d7fa76a2a80
Blue Dake Restaurant,Food,1055.0,1,4f32a82719836c91c7ed0b41
Empire Garden,Chinese Restaurant,347.0,1,4b0ae7a3f964a520c92923e3
Osake Bayside Japanese Restau Rant,Food,662.0,1,4f32b37d19836c91c7f13ccf
Saigon Asian Cuisine,Vietnamese Restaurant,302.0,1,4bcc9605b6c49c74b7fe9391
Windies Restaurant,Restaurant,154.0,1,4c3cd9107c1ee21e82228d71
Kalallo Restaurant,Caribbean Restaurant,143.0,1,4cb10b47562d224bd1e61b88
The Hibiscus Restaurant & Lounge II,Chinese Restaurant,522.0,1,52951e3d11d22599a056c587
Mateus' Restaurant & Bar,Portuguese Restaurant,580.0,1,4bd63487637ba59391e6f770
Thalina Restaurant,Food,165.0,1,4f44063f19836ed00191d55a
Bartolnos Restaurant and Pizza,Pizza Place,254.0,1,4f321f0819836c91c7b814be
Qv Restaurant,Food,211.0,1,4f32a35819836c91c7eb3a9f
Prestige Restaurant,Food,177.0,1,4f32761019836c91c7da10bb
Wonderful Chinese Resturant,Chinese Restaurant,138.0,1,4b8db729f964a520330a33e3
China King,Chinese Restaurant,520.0,1,4e57bd8a18a82d0a3349daac
El Patio Restaurant,Spanish Restaurant,218.0,1,4bc4a4cd4cdfc9b606ec9821
Country Style West Indian Restaurant,Food,238.0,1,4f329a0f19836c91c7e7c0d1
New Yu Yee Chinese Restaurant,Chinese Restaurant,222.0,1,4f451a5619836ed001989dfd
SUBWAY,Sandwich Place,194.0,1,4c31dbaf213c2d7f977c345d
Victor's Coffee Shop,Coffee Shop,597.0,1,4d4431347e2e5481c0a35d8f
Kanto Grill,Filipino Restaurant,310.0,1,5aa4113dc0cacb32910a669c
Ahuachapan Restaurant,Latin American Restaurant,436.0,1,5230d69811d2e004eda7f75d
Stella's Coffee Shop,Coffee Shop,771.0,1,4eb125942c5bd95e89d62522
FAS Salvadoran Restaurant,Latin American Restaurant,448.0,1,4ded25967d8ba3b6f34f7879
Heavenly fritailles,Caribbean Restaurant,721.0,1,4c7fdeddd92ea09384ad3272
Belvedere Restaurant,Food,646.0,1,4f32ae4519836c91c7ef5085
Lanueva Plaza Restaurant,Food,717.0,1,4f326bc419836c91c7d6263d
Silver Spoon Restaurant,Caribbean Restaurant,900.0,1,4bd19820caff9521c9e1d0f0
Kay Manmanm Restaurant and Fritaille,Caribbean Restaurant,965.0,2,508c5256e4b07c9fb11bb101
Zumbe's Restaurant,Spanish Restaurant,508.0,1,510094e7e4b04647c6f09439
La Badee Restaurant,Restaurant,660.0,1,4dd1d0e1ae60fb3f53b3b852
Kween Creole Restaurant,Cajun / Creole Restaurant,566.0,1,4f324aa419836c91c7c942c7
Eastern Restaurant,Chinese Restaurant,678.0,1,4e24e74dae6035bd16f12c08
Kim Po,Chinese Restaurant,1102.0,1,4b79d767f964a52096152fe3
Dieu Si Bon Restaurant,Caribbean Restaurant,982.5,2,5101dcdfe4b0cd77ab251d04
El Tamarindo Restaurant,Food,965.0,2,4f43e7e619836ed001912cbf
Bon appetit Restaurant,Caribbean Restaurant,965.5,2,521f939811d2b714d7f2c19c
Port Royal Jamaican Restaurant,Caribbean Restaurant,1173.0,1,4bdf32a3e75c0f47973cca03
Yogi's Restaurant,Caribbean Restaurant,130.0,1,4f885d6fe4b0ab0c1a0d8afe
Maria's Coffee Shop,Coffee Shop,991.0,1,4f32056519833175d60a7536
Butterflies Chinese Restaurant,Chinese Restaurant,296.0,1,4ce41c6d0eec8cfa2548a22a
Ma's Restaurant,Restaurant,527.0,2,4e4e3de7bd4101d0d7a5bc79
New China Sing,Chinese Restaurant,712.0,1,4c819d3cd8086dcbba096f52
Island Tropics Caribbean Restaurant,Caribbean Restaurant,605.0,1,4e4e3de4bd4101d0d7a5bc21
Yogis Restaurant,Food,764.0,1,4f32a2b519836c91c7eafeaa
Family Pizzeria,Pizza Place,1235.0,1,4f32b44019836c91c7f186a5
Kam Hung,Chinese Restaurant,1192.0,1,4e4e3d86bd4101d0d7a5b29d
Lynx Restaurant Bar & Grill,Caribbean Restaurant,934.0,1,4e4e3de7bd4101d0d7a5bc6e
johns restaurant,Breakfast Spot,549.0,2,5028fb82e4b0d914663c1e93
Ebenezer Pizzeria Y Restaurant,Latin American Restaurant,1056.0,1,513b66bee4b0252e85b40d21
Best Food Restaurant,Restaurant,1113.0,1,4e4ce277bd413c4cc66cf2ed
Fast Breaks Restaurant,Food,1180.0,1,4f323ca219836c91c7c3ab6c
Island Runnings Jamaican Restaurant,Caribbean Restaurant,1192.0,1,4e4e3d86bd4101d0d7a5b292
Subway,Sandwich Place,615.0,1,4c59a805ec2520a1bc944f12
Latty's Jamaican Restaurant,Caribbean Restaurant,523.0,1,4e4e3d99bd4101d0d7a5b467
Subway Restaurant,Sandwich Place,205.0,1,4dd32c6ad16451f0c6c78e63
Fish Net Restaurant,Seafood Restaurant,303.0,1,4e4e3d98bd4101d0d7a5b45c
Panda Chinese Restaurant,Chinese Restaurant,283.0,1,4e4e3d94bd4101d0d7a5b3ee
Yolie Catering and Restaurant,Food,351.0,1,4f32433f19836c91c7c647db
Fah Mas,Caribbean Restaurant,291.0,1,4d1e1fec8629224b2f85ff86
Spices Jamican Restaurant and Bakery,Bakery,496.0,1,4f32362f19836c91c7c12639
Kam Guo Kitchen,Chinese Restaurant,715.0,1,4e4e3d85bd4101d0d7a5b271
China Wok Chinese Restaurant,Chinese Restaurant,634.0,1,4dbf689c93a0b5a15615d215
Kriss West Indian Restaurant,Caribbean Restaurant,833.0,1,4e08c252d4c03ae0b9d1be28
B & R Spice Jamaican Restaurant,Restaurant,1000.0,1,4f73a139e4b0c1f445cef4d7
Golden Krust Caribbean Bakery and Grill,Caribbean Restaurant,545.0,1,4e4cfee5bd413c4cc66dd93d
J & C Seafood,Seafood Restaurant,743.0,1,4ce59da0678aa093b174d7ea
Marios Italian Coffee Shop,Coffee Shop,488.0,1,4f327f7919836c91c7dda56e
"Prestige Restaurant, 634 Gorge Road, Cliffside Park, New jersey",Eastern European Restaurant,202.0,1,51957001498effb25a621647
New Ming Garden,Chinese Restaurant,349.0,1,4ea312218b81a02f89dcdc67
East Ming Dragon Restaurant,Asian Restaurant,486.0,1,4ff9c41be4b0cc077f115253
Jays Pizza,Food Court,468.0,1,4e00f7ed1f6ef39c2941b9bf
New Golden Flower Restaurant,Food,697.0,1,4f32719019836c91c7d85c50
Total Blend Restaurant,Food,903.0,1,4f325a6319836c91c7cf67f3
Queen Of The Sea Restaurant,Seafood Restaurant,922.0,1,4e4e3de7bd4101d0d7a5bc84
First Choice Restaurant,Chinese Restaurant,968.0,1,4e4e3de5bd4101d0d7a5bc42
Top Class Restaurant,Food,969.0,1,4f32061f19833175d60abc49
Laten's Place,Caribbean Restaurant,1147.0,1,4bad4776f964a52057413be3
Kuntry Bickle Jamaican Restaurant,Caribbean Restaurant,1038.0,1,4e4e3de9bd4101d0d7a5bcaf
Kelly's Coffee Shop,Breakfast Spot,718.0,2,4e7f2c3bd22dc3a88dea85c4
Asorock Lounge and Restaurant,Food,757.5,2,4f32440619836c91c7c699aa
Regal Restaurant,Food,742.0,1,4f32afc719836c91c7efdd0b
Husky-P Meals Direct Jamaican Restaurant,Caribbean Restaurant,768.0,1,4fc2a19be4b008d93b3c9573
Irish Pub & Restaurant,Pub,741.5,2,4e4c4c89bd413c4cc6685397
Country Taste Restaurant,Caribbean Restaurant,756.0,1,4eb9368877c89727389f5f7c
Success Chinese Resturant,Chinese Restaurant,716.0,2,4cc203c938aaa093d1860362
Southern Flair Restaurant,Southern / Soul Food Restaurant,716.5,2,4fda87cde4b06197212f5999
Port-o-Prince Star Restaurant,Caribbean Restaurant,364.0,1,4e2d78d052b1b8f19875b4f6
D & D Diner Coffee Shop,Latin American Restaurant,1238.0,1,4d9b613773df8cfafeb9f5ec
Epi Dor Kreyol Restaurant And Bakery,Caribbean Restaurant,197.0,1,55b3f118498ed94dd9512c6f
Sunrise Cuisine Restaurants,Food,210.0,1,4f32b09019836c91c7f027a0
Hot Pot Jamaican & American Restaurant,Caribbean Restaurant,826.0,1,4e4e3d83bd4101d0d7a5b245
Sams Restaurant,Food,753.0,1,4f32843119836c91c7df702d
O Gs Restaurant,Food,1020.5,2,4f32901019836c91c7e3f836
Lifestyles Restaurant and Lounge,Food,1159.0,1,4f3273fc19836c91c7d948a7
Covered Wagon Restaurant,Food,1162.0,1,4f32732819836c91c7d8f956
OG Restaurant,Caribbean Restaurant,1023.5,2,4d03c337e350b60cd91c7f42
Nino's Pizzeria & Restaurant,Pizza Place,1154.0,1,4e4e3d82bd4101d0d7a5b221
Sunrise Cuisine Restaurants,Food,1121.0,1,4f32a1c319836c91c7eaa0e5
Yardie's Restaurant,Caribbean Restaurant,1329.0,1,4f6d357fe4b07a4bc43b4313
BJ's Restaurant & Brewhouse,American Restaurant,910.0,1,57edb457498e1dd0853c64fa
Restaurante Salvadoreno,Food,299.0,1,4f32649f19836c91c7d364eb
coffee donut shop,Breakfast Spot,216.0,1,517acd67e4b0fd352b87be84
Corner Coffee Shop,Diner,217.0,1,4ed25a7dd3e3521ce7faa469
Sunny Restaurant,Comfort Food Restaurant,153.0,1,57950b26498e0d20be7d4b92
Las Palmas Restaurant,Food,153.0,1,4f32912e19836c91c7e463a3
Central America Restaurant,Food,169.0,1,4f32b0c719836c91c7f03bbb
Shanis Dutch Pot Restaurant,Food,274.0,1,4f3241e719836c91c7c5c09a
Beautiful Chinese Restaurant,Chinese Restaurant,336.0,1,4f32365d19836c91c7c13836
Castillo Restaurant,Food,374.0,1,4f320f5619833175d60c85d0
Hns Restaurant,Food,389.0,1,4f3093c94b900df12b89d325
Jamaica Restaurant In Cvs Plaza,Caribbean Restaurant,387.0,1,4de16eade4cd056f742c2a41
Great Stars Chinese Restaurant,Chinese Restaurant,748.0,1,4e4e41e8bd4101d0d7a620d5
Six Flags Chinese Restaurant,Chinese Restaurant,695.0,1,4e4e41dcbd4101d0d7a61f7e
Jover Restaurant,Food,1021.0,1,4f3246f319836c91c7c7ccf0
Kennedy's,American Restaurant,586.0,1,4b92907ef964a520c00434e3
Brooklyn Bagel & Coffee Company,Bagel Shop,727.0,2,49f34c8ff964a520866a1fe3
Parrot Coffee Market,Deli / Bodega,805.0,2,4b58f353f964a520fe7428e3
New York City Bagel & Coffee House,Bagel Shop,844.0,2,514dc901e4b08debe2f2ef14
Cafe Istanbul Mediterranean Restaurant and Hookah Lounge,Café,840.0,2,57b3a6d1cd10588ecc0026fb
Los Amigos Mexican Restaurant & Bar,Mexican Restaurant,799.0,2,4b626a8ef964a520b8462ae3
The Coffee Pot,Deli / Bodega,870.0,2,4bd382d8caff95214723d5f0
Alba's Pizza & Restaurant,Italian Restaurant,702.5,2,4b57992af964a520273928e3
Egyptian Coffee Shop,Hookah Bar,779.0,2,4b22e77ef964a520065024e3
Dionysos Restaurant,Greek Restaurant,795.5,2,561a965b498e99e2d7512565
Mijana Hookah Lounge & Restaurant,Mediterranean Restaurant,725.0,2,4e34c95b7d8b0c62b2ce3b2e
Starbucks,Coffee Shop,835.5,2,49c9660bf964a5205d581fe3
Mezzo Mezzo Restaurant & Comedy,Greek Restaurant,617.0,1,49c6905ff964a5205e571fe3
Little Morocco,Moroccan Restaurant,1182.0,1,4a98bc12f964a520282d20e3
Y J Coffee Shop,Coffee Shop,713.5,2,4f3231fa19836c91c7bf82d5
Steinway Restaurant,American Restaurant,700.0,1,4b83e25bf964a5201d1531e3
The Coffee Bar,Coffee Shop,837.0,1,4e4e5b20bd4101d0d7a864ad
Massoud's coffee cart,Food Truck,738.0,1,4c161bb5127f9521d9242525
The Little Coffee Shop,Coffee Shop,811.0,2,4f39070ae4b0948a83acbfcb
Brooklyn Bagel and Coffee Company,Bagel Shop,791.0,1,521397b111d2d97bdfda2644
Aden Restaurant,Middle Eastern Restaurant,749.5,2,50e8c2c7e4b0688e455b3e52
Thai Elephant,Thai Restaurant,585.0,1,457d4c15f964a5201a3f1fe3
Villa Restaurant & Lounge,Hookah Bar,757.5,2,578b0de3498e916cfc491f71
Mr. Kims Coffee Shop,Breakfast Spot,708.5,2,4dbfe8e70cb6f21c127bc1d8
Dragon & Phoenix,Chinese Restaurant,748.0,1,4b92e4daf964a520042534e3
Boon-Chu Thai II,Thai Restaurant,544.0,1,4a42f355f964a5206aa61fe3
SUBWAY,Sandwich Place,730.0,1,4afcc547f964a520ba2522e3
Kumo,Sushi Restaurant,483.0,1,45da9594f964a520f9421fe3
New Beijing Restaurant,Food,488.0,1,4f32434d19836c91c7c64e69
Sabry's,Seafood Restaurant,1124.0,1,4bbfe9634cdfc9b6bd369221
Palladium Cafe Bar Restaurant,Food,565.0,1,4f3279ab19836c91c7db6e44
Yaar Indian Restaurant,Indian Restaurant,837.0,1,562035d9498e2abb4137c2c7
Zygos Restaurant,Food,828.0,1,4f32408f19836c91c7c53a1f
Alpha Restaurant & Lounge,Hookah Bar,1070.0,1,5b1ca0c5e727c40024a48e9d
Sandro's Latin Food,Latin American Restaurant,1077.0,1,4c7ae14fa8683704601e154d
Taverna Vraka Restaurant,Food,952.0,1,4f32392319836c91c7c24b9c
Moroccan House restaurant,Moroccan Restaurant,1092.0,1,5a8d98c6d4cc98775d208722
Stamatis,Greek Restaurant,941.0,1,4a9b2269f964a520863420e3
Sandro's Restaurant,Mexican Restaurant,1070.0,1,589126b0bbd6d119640991a5
Lollipops Ice Cream Parlor and Coffee Shop,Food,771.5,2,4f325f7719836c91c7d1608a
King's Chef,Chinese Restaurant,762.5,2,4c0c268b6071a5939c61e232
Johnny's Famous Reef Restaurant,Seafood Restaurant,1051.0,1,4e77746efa76059701e3d0a0
Lasia Restaurant,Asian Restaurant,155.0,1,5b53bf2f3d47910039f17597
Coffee Truck,Food Truck,1045.0,1,4e558b7baeb75a7448e2984f
Gourmet Sweets & Restaurant,Indian Restaurant,549.0,1,4f480fd6e4b068e1cf19ea19
Szechuan Chinese Restaurant,Chinese Restaurant,967.0,1,4f3246d319836c91c7c7bf46
Baybridge Szechuan Cuisine,Chinese Restaurant,966.0,1,4b2bcee2f964a52061bb24e3
Rockaway Pizza & Restaurant,Pizza Place,432.0,1,4e4e41dcbd4101d0d7a61f73
New Garden Restaurant,Asian Restaurant,178.0,1,4e4e41d9bd4101d0d7a61f1d
