v_name,v_cat,avg_dist_2_neighborhood,cnt_near_neighborhood,restaurant_id
El Sol Restaurant,Food,478.0,1,4f32258619836c91c7babb0e
Astromundo Restaurant,Nightclub,448.0,1,4d0804cd790fa0931c56c173
International Restaurant,Caribbean Restaurant,462.0,1,50bb90b2e4b0802eba177e6f
Chinese Musician Restaurant,Chinese Restaurant,39.0,1,4ade8943f964a5204b7621e3
Starbucks,Coffee Shop,37.0,1,4a9189d6f964a5209a1a20e3
Christina's Polish Restaurant,Polish Restaurant,116.0,1,4a8f35d9f964a5206d1420e3
Karczma,Polish Restaurant,72.0,1,4a916658f964a520151a20e3
Upright Coffee,Coffee Shop,101.0,1,4d8f7d48d265236a02c72117
La Nortena,Mexican Restaurant,652.0,1,4b12e11ff964a520019023e3
Fortune Cookies Chinese Restaurant,Chinese Restaurant,813.0,1,411ff900f964a520270c1fe3
Champion Coffee,Coffee Shop,813.0,1,5634f0c9498e207099fb2057
odd fox,Coffee Shop,276.0,1,58b6e16ffc73d40233da9715
Maria's Coffee Shop,Coffee Shop,369.0,1,4f3270e319836c91c7d818fc
Café de Colombia,Coffee Shop,207.0,1,575467b1498e848fce847ca1
Ott,Thai Restaurant,240.0,1,4ac3a58ef964a5202d9c20e3
Van Leeuwen Ice Cream Truck - Bedford,Food Truck,291.0,1,4da759dbfa8c4175d09fd01a
Van Leeuwen Artisan Ice Cream,Ice Cream Shop,793.0,1,4b894ff4f964a520ad2a32e3
Valdiano Restaurant & Pizza,Italian Restaurant,670.0,1,4bc114b9461576b0e3687b32
"Kim Loon Chinese Restaurant, Brooklyn",Chinese Restaurant,247.0,1,4f438a8a19834bc91f576793
Polam,Restaurant,181.0,1,4af72984f964a520a20622e3
Manhattan Three Decker,Diner,583.0,1,4aec86faf964a52045c821e3
IL Fortino Restaurant & Lounge,Italian Restaurant,444.0,1,5bfc51def05ca8002da1db21
Jin Guang Chinese Restaurant,Food,364.0,1,4f3253ea19836c91c7cce0ef
Moharani Indian Takeaway Restaurant,Indian Restaurant,706.0,1,54443e49498ee63c411c794b
Manhattan Restaurant,Café,576.0,1,51374749e4b0f5385acb6d6a
Kyoto Sushi,Sushi Restaurant,843.0,1,4aaab90cf964a520165720e3
Królewskie Jadło,Polish Restaurant,590.0,1,45f0c26ef964a520c2431fe3
Shanghai-Lee Chinese Restaurant,Food,721.0,1,4f3257aa19836c91c7ce54e0
Bronco Mexican Restaurant,Mexican Restaurant,774.0,1,4f325d9019836c91c7d0a485
Pyza,Eastern European Restaurant,786.0,1,4c2ed5cc3ffc9521656c8ff5
Continental Restaurant,Food,854.0,1,4f321b4019836c91c7b681ae
Baltic Restaurant,Food,932.0,1,4f320d4419833175d60bb57f
Szarotka Restaurant,Food,1101.0,1,4f43a45819834bc91f580412
Fortune Garden Chinese Restaurant,Food,1280.0,1,4f32760319836c91c7da0bd8
Sunset Restaurant Diner,Diner,1415.0,1,4c8bbfe5cf3ea1432791ee51
Northside Bakery,Bakery,908.0,1,4a3bc982f964a520c3a01fe3
CinaMoon Restaurant,Eastern European Restaurant,664.0,1,4c3a16402c8020a161c68d00
Variety,Coffee Shop,1148.0,1,4a70aa46f964a52022d81fe3
Restaurant Bukovina,Food,83.0,1,4f323fb419836c91c7c4e445
Restaurant de ben,Restaurant,908.0,1,4678ab23f964a520ef471fe3
Anatoliy's Deluxe Coffee,Café,190.0,1,518fa226498ee5473c0be4d5
Coffee Charm,Coffee Shop,831.0,1,4f447bb819836ed001946ef3
Living Room Lounge,Lounge,792.0,1,4c1c514feac020a1197546c2
Giovanni Italian Restaurant,Italian Restaurant,323.0,1,5a7a60d415173e7ffff80844
"""S"" Pizzeria Restaurant & Lounge",Pizza Place,1107.0,1,4f15f8dbe4b0960d0351a4a0
N&D pizza restaurant,Pizza Place,546.0,1,4ad290b3f964a52034e220e3
El Mixteco Bar & Restaurant,Restaurant,698.0,1,4df17497ae609e69dd9119f8
Pete's Family Restaurant,Diner,566.0,1,4c421562d691c9b6d9ca8d0a
Concetta's,Italian Restaurant,574.0,1,4e4cff52bd413c4cc66ddccb
famous restaurant Chinese food,Chinese Restaurant,582.0,1,53c71249498ead62b8d04305
Manny's Cafe Family Restaurant,Café,558.0,1,52501b7411d2dd3864f9953b
Sui Cheng,Chinese Restaurant,1169.0,1,4e4d068fbd413c4cc66e14bc
Great Wall Chinese Restaurant,Chinese Restaurant,1227.0,1,4bc7b1688b7c9c747d0437cf
China City,Chinese Restaurant,1354.0,1,4c48ca260ef19521c38273c8
Lucky Star Restaurant,Food,1013.0,1,4f328f2519836c91c7e3a073
Italia Pizza,Italian Restaurant,1186.0,1,4c03f668310fc9b68399c661
Luigi's,Italian Restaurant,1164.0,1,4dec3b58d4c00071b851d8bd
The Blessing Restaurant,Mexican Restaurant,1082.0,1,4f0f78e1e4b016f4129e98d8
El Charrito Restaurant,Food,986.0,1,4f325ca019836c91c7d047be
Hing Long Restaurant,Chinese Restaurant,1165.0,1,51fd95af498eca723dac7f59
L A V Restaurant,Food,1284.0,1,4f328e3519836c91c7e3477c
Angelo's Italian Restaurant,Food,1290.0,1,4f3224a219836c91c7ba612d
Almaz Restaurant,Eastern European Restaurant,1319.0,1,57fecfb9498e761a23c24266
Dejavu Restaurant,Restaurant,1243.0,1,4e4d06c2bd413c4cc66e1650
National Restaurant & Catering,Restaurant,24.0,1,4e4cff97bd413c4cc66ddefc
The National,Restaurant,26.0,1,4be739eebcef2d7f4b0806e5
Tatiana Restaurant,Russian Restaurant,353.0,1,4245f780f964a52070201fe3
Starbucks,Coffee Shop,347.0,1,4b59aedcf964a520999228e3
New Shama Restaurant,Indian Restaurant,591.0,1,4e46e9fce4cd9d94fb2928fe
Dynasty Restaurant,Food,155.0,1,4f32201919836c91c7b8862c
Dombo Coffee Shop and Pizzeria,Coffee Shop,1110.5,2,4f325e2e19836c91c7d0e426
Pak Nasheman,Indian Restaurant,528.0,1,4af0d31bf964a5207ddf21e3
Eastern Chinese Restaurant,Chinese Restaurant,713.0,1,4c321e7f09a99c740f7f0b2a
Spoons Restaurant,Food,348.0,1,4f32767f19836c91c7da39f3
Maru sushi,Sushi Restaurant,499.0,1,4ce04a4b69136dcb64a2e2e6
aqua grill restaurant,Eastern European Restaurant,376.0,1,4fe76456e4b0c9ca8a5a1b10
Oriental Restaurant,Asian Restaurant,688.0,1,4e4d06b4bd413c4cc66e15cf
Sea Garden Restaurant,Food,728.0,1,4f32904e19836c91c7e40f96
Volna Café,Russian Restaurant,283.0,1,4c1ea63763750f474c19ba67
Antonios Pizza And Restaurant,Pizza Place,925.0,1,4d24d5fa836f54815c6b46f7
Subway,Sandwich Place,488.0,1,4bb49425a187ef3ba6c24942
Villa Bay Pizzeria and Restaurante,Pizza Place,468.0,1,4f3223b419836c91c7ba003a
New Star Chinese Restaurant,Chinese Restaurant,739.0,1,4c8f98201992a1cdb62ae7fb
Peking Chinese Restaurant,Chinese Restaurant,1056.0,1,4d8d0da75091a1cd85066f01
Subway,Sandwich Place,1024.0,1,4bd886b535aad13a3d1a91f3
Applebee's Grill + Bar,American Restaurant,1071.0,1,4b00400cf964a520f93b22e3
Bobby's Coffee Shop,Coffee Shop,122.0,1,4d554e3aba5b224bdee50c14
Hung Fat Restaurant,Food,113.0,1,4f3273b519836c91c7d92e5c
Maxwell Restaurant & Bar,American Restaurant,120.0,1,558b3344498e9cf80879d591
Crown Fried Chicken,Fried Chicken Joint,648.0,1,4bb7f2cacf2fc9b659119f02
Good Taste Chinese Food,Chinese Restaurant,165.0,1,4e6175d1a80951b31816041f
Sterling Restaurant,Food,185.0,1,4f32998d19836c91c7e790c9
Manhattanville Coffee,Coffee Shop,827.0,1,54c8f658498e51c7737931a2
Mar De Plata Restaurante,Food,118.0,1,4f328d4a19836c91c7e2eb45
Exquisite Restaurant,Caribbean Restaurant,716.0,1,4bddc63fffdec928d95de6a1
Jenny Coffe Shop #2,Coffee Shop,183.0,1,4d2b2d3b3c795481e27ee69b
Secrets Lounge,Lounge,717.0,1,4c26e895c11dc9b636e32924
Wondo Genet Restaurant,Food,364.0,1,4f32786019836c91c7daf02f
Four Seasons Jamaican Restaurant,Caribbean Restaurant,736.0,1,4d35fa4ddb7c236aec517465
Trinidad Golden Palace Restaurant,Bakery,602.0,1,4b8c8b23f964a520e2d532e3
Nostran Fresh Cafe,Bakery,699.0,1,549dded5498e3fb730bce086
Cocks Restaurant,Food,611.0,1,4f32890519836c91c7e14e0c
Eastern Chinese Restaurant,Asian Restaurant,540.0,1,4e810e790aaf2b392cc6432b
Ital Shak Vegetarian Restaurant,Vegetarian / Vegan Restaurant,599.0,1,4ba154a4f964a5204cad37e3
China Star restaurant,Asian Restaurant,611.0,1,4f5e3885e4b0cfc5e35cea3a
Golden Asian Restaurant,Chinese Restaurant,591.0,1,51edc7e1498e24cb61840f88
Mr Chan Chinese Restaurant,Food,9.0,1,4f3269ab19836c91c7d55959
Tasty Delicious Bakery & Restaurant,Bakery,83.0,1,5620226b498eeefe09a24ab1
Tropical Paradise Restaurant,Caribbean Restaurant,558.0,1,4c4cc9d9172b76b0610209d1
Number 1 Chinese Restaurant,Chinese Restaurant,155.0,1,4f32294319836c91c7bc2f55
Kam Kuo Restaurant,Food,312.0,1,4f32410d19836c91c7c56b47
Duncans Island Style Restaurant,Caribbean Restaurant,356.0,1,59adea52a92d9826fc72af61
Cafe Alta Restaurant,Restaurant,634.0,1,4ba2c372f964a520371738e3
Island Grove Restaurant,Caribbean Restaurant,847.0,1,4fc16470e4b0117b739cc24b
Joyce's West Indian Restaurant,Caribbean Restaurant,571.0,1,4d8a7b7226a36ea877f7f5ad
Lin Hing Restaurant,Food,545.0,1,4f32533219836c91c7cc9c0c
Smooth Taste Restaurant-Juice Bar,Food,595.0,1,4f32685d19836c91c7d4d6b5
FLAVA II  RESTAURANT AND BAKERY,Caribbean Restaurant,989.0,2,513fb5e3e4b0249deeed386d
Leslies Palace Caribbean Bar and Restaurant,Food,887.0,1,4f326eb619836c91c7d74326
A & V Pizza,Pizza Place,1021.0,1,4e6949d61f6ee8476e67f34f
Blake's International Restaurant,Food,1085.0,1,4e6680e0b0fbcbb043b9e19a
Silver Krust West Indian Restaurant,Caribbean Restaurant,670.0,1,51254b85e4b0a34a772e4490
Spice Jam Restaurant,Food,1084.0,1,4f32686d19836c91c7d4dd40
Quisqueya Restaurant,Food,1106.0,1,4f32afd619836c91c7efe2c0
Deshan Restaurant,Food,1106.0,1,4f32af4619836c91c7efad1b
Dutch Pot Jamaican and American Restaurant,Caribbean Restaurant,884.0,1,4f4bce80e4b0927adc4900ae
Radhuni Restaurant,Halal Restaurant,103.0,1,56074d7e498ecd0d69d3a282
El Mirador,Mexican Restaurant,50.0,1,4c0c4663340720a1e17d8993
Ambrosia Italian and Albanian Restaurant,Food,55.0,1,4f324d4719836c91c7ca4a1e
Subway,Sandwich Place,71.0,1,4bcc8a5bb6c49c7435e49391
Mi Barrio Taqueria Restaurant,Mexican Restaurant,117.0,1,514bbad4e4b068662028db31
Ghoroa Sweets and Restaurant,Restaurant,88.0,1,4cb72a73e262b60c083a74e0
Faros Restaurant,Diner,76.0,1,4aaa69bff964a520dc5520e3
403 Restaurant,Chinese Restaurant,330.0,1,4c7c6874247cb60c6f375e5e
Halal Food,Food Truck,122.0,1,4bfe05b3f61dc9b6f0f09fde
Little Bandgladesh Restaurant,Food,110.0,1,4f32463019836c91c7c77d1e
Edna's Glatt Kosher Delicatessen Restaurant,Deli / Bodega,184.0,1,4f43ff6d19836ed00191a70f
Taqueria Restaurante Mi Barrio,Restaurant,125.0,1,583e6f5e809a772590e8b0fd
Friendly's Chinese Food,Chinese Restaurant,181.0,1,4b4cff35f964a52023c726e3
Green City Restaurant,Food,350.0,1,4f32a7c819836c91c7ece800
Greenhouse Restaurant,Indian Chinese Restaurant,365.0,1,543052e7498e15b89f88b167
El Gavilan,Mexican Restaurant,456.0,1,4c48b5159f2ad13a35895352
Primavera Restaurant,Latin American Restaurant,682.0,1,577c1866498e094bfd909c19
Stella's Diner,College Cafeteria,912.0,1,4e4cdeb0bd413c4cc66cd444
Kohinoor Restaurant,Indian Restaurant,637.0,1,5754cfc9498e848fcf38d2c9
Hadi Restaurant,Pakistani Restaurant,745.0,1,5447c968498e78a9fe31d076
Zaragoza's Restaurant,Mexican Restaurant,685.0,1,53a85590498e962965ff6c32
Moon Pizzeria and Restaurant,Pizza Place,728.0,1,4f321ce019836c91c7b72d52
Julia's Restaurant,Mexican Restaurant,1264.0,1,4b8eae78f964a520a13033e3
Vi Min Chinese Restaurant,Chinese Restaurant,813.0,1,4bf808a75317a5935202ff7e
Bene Restaurant & Pizzeria,Pizza Place,1064.5,2,4aa53b7bf964a520a84720e3
Windsor Coffee,Coffee Shop,844.0,2,5915b78f5315935b2758c388
Terrace Coffee Shop,Diner,272.0,1,4cfc0ea52d80a1436b0c4fd8
Southside Coffee,Coffee Shop,958.0,1,49ce8650f964a520505a1fe3
Sushi Yama,Sushi Restaurant,244.0,1,4aa058fcf964a520433f20e3
extra virgin pop up restaurant,Italian Restaurant,242.0,1,5429df2b498e49927f118d89
Elora's Restaurant,Mexican Restaurant,244.0,1,4a47af4cf964a520f4a91fe3
Fonda,Mexican Restaurant,817.0,1,4b4b90e4f964a5207aa026e3
Circles Restaurant,Food,500.0,1,4f44619119836ed00193c349
Outdoor Bar & Restaurant,Restaurant,514.0,1,5b345debf62f2b002cdafe16
Jai Dee Thai Restaurant,Thai Restaurant,858.0,1,50856d05e4b0ee1f10c48013
Happy House Seafood Restaurant,Seafood Restaurant,829.0,1,4e4dce87bd41b76bef9368fe
Steeplechase Coffee,Café,821.5,2,4e1b155f7d8bb17ec63a95de
La Isla,Spanish Restaurant,1235.0,1,4de03417b0fbe2cfa600a2f8
the vegetarian restaurant,American Restaurant,897.5,2,4d600366b6b9a1cd41227651
Katina's Restaurant,Food,953.0,1,4f323b7f19836c91c7c3386f
J & R Restaurant,Latin American Restaurant,941.0,1,4cc344c682388cfa0fc66635
Park Slope Restaurant Tour,Restaurant,939.0,1,4c9bda5b54c8a1cd2904754b
Ten Japanese Cuisine,Sushi Restaurant,807.0,1,4b25858af964a520437324e3
Java Indonesian Rijsttafel,Indonesian Restaurant,762.0,1,4ae0febdf964a520668421e3
Athena Mediterranean Cuisine,Greek Restaurant,1043.0,1,4b14beecf964a5203ba623e3
Castillo Restaurant,Latin American Restaurant,1256.0,1,53d2f064498e0558e547d092
Pablito's Taqueria & Restaurant,Mexican Restaurant,1273.0,1,5560983b498ead268a134aac
El Continental,Latin American Restaurant,1223.0,1,49d00451f964a520f55a1fe3
Princess Pizzeria,Italian Restaurant,1262.0,1,4b649f99f964a52030c32ae3
Monsignor's Restaurant,Italian Restaurant,1217.0,1,4bb791d653649c7467e445fb
Soigne,American Restaurant,1134.0,1,4d0aafeaf608721ea8a6370f
Tom's Restaurant,Diner,289.0,1,4a6c86e5f964a520b8d01fe3
Udom Thai Restaurant & Bar,Thai Restaurant,124.0,1,4a3302fcf964a520ea9a1fe3
Stumptown Coffee,Coffee Shop,106.0,1,53401b19498ec1404d49f68f
Night Owl Coffee,Coffee Shop,236.0,1,5179ff2ae4b0c5568cc0a8d1
Milk River Restaurant,Restaurant,470.0,1,5169a366e4b04280a1bfb383
Parlor Coffee,Coffee Shop,640.0,1,5aad4841be7078047f9eba2c
564 Grand Restaurant,Spanish Restaurant,327.0,1,4aa932eaf964a5206d5220e3
Washington Coffee And News,Newsstand,308.0,1,5ae650a9625a66002c72c8ba
brooklyn coffee house,Coffee Shop,826.0,1,4bf679c45efe2d7f93296734
Daily Press Coffee,Coffee Shop,933.0,1,4dba10405da389d2c2339d2a
Gen,Sushi Restaurant,127.0,1,49f50c9ff964a5208a6b1fe3
North Cold Restaurant Equipment and Walking Boxes,Restaurant,439.0,1,586353a30319b827e6f96120
Coffee Land,Café,950.0,1,5b4f3301c47cf9002cfe8f7d
Shanghai Restaurant,Chinese Restaurant,1021.0,1,4c78352b2d3ba14356298ad0
El Castillo Restaurant Spanish Food,Spanish Restaurant,1073.0,1,4db17d2e0cb6442b2ec9f813
New Peking Chinese Restaurant,Chinese Restaurant,989.0,1,4b526abdf964a5204c7c27e3
No. 1 Chinese Kitchen,Chinese Restaurant,244.0,1,4ba7ff89f964a5201fc539e3
Chris Caribbean Restaurant,Caribbean Restaurant,1082.5,2,4caf51bfef1b3704457b3100
Bushbaby Coffee & Teahouse,Coffee Shop,1034.0,1,43810e00f964a520eb2a1fe3
Catfish,Cajun / Creole Restaurant,970.0,2,50e79e88e4b0d3547b82e5f3
Happy Wok,Chinese Restaurant,797.0,1,4bab8c25f964a5206ab23ae3
The Breukelen Coffee House,Coffee Shop,803.0,1,4addbdd4f964a520926521e3
Jake's Coffee,Coffee Shop,969.5,2,50359ba1e4b05ec15f1cd52b
Coffee Cart At Livingston & Boerum,Food Truck,880.0,1,4ce3dada2407a1cdc14850d0
Purity Restaurant At Prospect Heights,Food,313.0,1,4f3298b919836c91c7e73fc8
Fulton Thai,Thai Restaurant,783.0,1,4b2973f1f964a520229f24e3
Natural Blend,Vegetarian / Vegan Restaurant,372.0,1,4ad8d0e5f964a520f11421e3
Sapid Indian Restaurant,Indian Restaurant,335.0,1,4c673e729cb82d7f024593d2
King Chef,Chinese Restaurant,547.0,1,4c7318bd57b6a143386dc7cc
Pearl Indian Food,Indian Restaurant,757.0,1,50df8236e4b09e22f537c1b9
Tropical Coffee Shop,Spanish Restaurant,210.0,1,506ef5e6e4b06f9dbb264036
Wing Luck Restaurant,Restaurant,207.0,1,4e2d97f3b0fbc2edac37c3a1
Golden Lotus Chinese Restaurant,Chinese Restaurant,516.0,1,4ec4ad6482313b6730005154
Joy Garden,Chinese Restaurant,973.0,1,4db1d1f94df03036e8d7bcbf
Subway restaurant,Sandwich Place,797.0,1,52586b6711d294c4b1ca3d9e
Tropical Coffe Shop,Restaurant,398.0,1,4d9f6e7ec22f6ea8f87b1fa8
50 Restaurant & Bakery,Caribbean Restaurant,749.0,1,500e0acce4b00fee855a7cad
Condado Restaurant,Latin American Restaurant,561.0,1,4e0e4357b61c3fe47801f3a9
Villa Castillo,American Restaurant,918.0,1,4c435e9ff97fbe9a40b6b930
Shun Li Chinese Restaurant,Chinese Restaurant,814.0,1,4f43be7119834bc91f58a003
M and M El Buen Sabor Restaurant,Food,1056.0,1,4f329ea519836c91c7e971e2
Chengs Restaurant,Food,1102.0,1,4f32af0519836c91c7ef960c
Big Apple Restaurant,Spanish Restaurant,767.0,1,4e14e35f1f6e29fb7d4b7521
Tasty Delicious Bakery & Restaurant,Bakery,1115.0,1,4df2b5dc483bdb5e1371d6ad
Golden Star One Restaurant,Food,1165.0,1,4f3224fa19836c91c7ba8312
Greens ackermans restaurant,Pizza Place,82.0,1,4cbf77008db3b60cdb867878
"Williamsburg Pizza and Restaurant, Greens Pizza",Pizza Place,168.0,1,4f32abf419836c91c7ee752d
Itzu's Kosher Restaurant,Food,189.0,1,4f324bc019836c91c7c9b16e
Terry's,Breakfast Spot,154.0,1,4b3a1ffef964a520616125e3
Mexico 2000,Taco Place,262.0,1,474d9e49f964a520ad4c1fe3
Mike's Coffee Shop,Coffee Shop,656.0,1,4ee2482230f87dc0a6b9f001
stumptown coffee,Coffee Shop,968.0,1,53790278498e3333aa81476d
Craft Coffee HQ,Tech Startup,928.0,1,5162c87ee4b0e85bc12cab6c
Coffee Cart - Myrtle / Wyckoff,Coffee Shop,32.0,1,5204cf1a498e1c3145628cb2
Jarabacoa Restaurant,Food,34.0,1,4f3236e219836c91c7c16aed
Tony's Pizzeria & Restaurant,Pizza Place,543.0,1,4b422fa1f964a52076ce25e3
Cafeenz International Coffee Shop,Coffee Shop,233.0,1,58208326569e1b2ffb14595c
New Apolo Restaurant,Chinese Restaurant,734.0,1,4b9d94b0f964a520d3b436e3
CM Coffee Shop,Coffee Shop,895.0,1,4bd5bc257b1876b0e2398b86
Los Marineros Restaurant,Mexican Restaurant,851.0,1,57990818498e69e03bd05c59
Crazy Chicken Restaurant & Coffee Shop,Coffee Shop,1152.0,1,4e4d71cfbd413c4cc6711dd5
Xing Wang Restaurant,Chinese Restaurant,839.0,1,4abc0b97f964a520218620e3
Hearts Coffee,Coffee Shop,673.0,1,5818974a38fa5b066b4ee6ff
Variety Coffee Roasters,Coffee Shop,858.0,1,52f5694c498e910b4f7b3cc7
Claribel Restaurant,Latin American Restaurant,867.0,1,4bc7b3f2af07a5937dc57f2d
Moly's Asian Restaurant,Asian Restaurant,606.0,1,5234b63a498e0ab4ca8a2422
The Coffee Shop,Coffee Shop,251.0,1,53bcaee4498e94a3433f9bc7
Alizee Coffee Shop,Coffee Shop,269.0,1,4b92a11ef964a520800b34e3
La Vega Bar and Restaurant,Food,144.0,1,4f324d4319836c91c7ca4901
Hala Coffee & Kitchen,Coffee Shop,917.0,1,5bb4bf96c21cb1002c4812cc
La Orilla Restaurant,Restaurant,553.0,1,4e4ce44ebd413c4cc66d0102
Wilson Ave coffee truck,Food Truck,411.0,1,50a78a73e4b0aeb88acb499e
Loma Restaurant,Spanish Restaurant,867.0,1,4d692fb02ab82d43eb88d4d5
Mi Parador Restaurant,Spanish Restaurant,918.0,1,4e4ce40dbd413c4cc66cff29
Beijing Garden Chinese Restaurant,Chinese Restaurant,200.0,1,4f321e4519836c91c7b7c0d8
Zefe's Mexican Restaurant,Mexican Restaurant,334.0,1,4dd6d110814d85e931ff48e4
La Fogata Bar Restaurant & Cafe,Restaurant,1082.0,1,4e4d72debd413c4cc671264b
Adriano Coffee Shop,Food,646.0,1,4f32479019836c91c7c80da7
Cecilia Restaurant,Restaurant,212.0,1,4e4ce45ebd413c4cc66d018c
Ivy Star Mexican Restaurant & Bar,Bar,559.0,1,4cb94f999552b60ca9d8d28b
Joaquin Coffee Shop,Latin American Restaurant,512.0,1,4c7bdb3a566db60c2aeb4b0e
Sweet Coffee Delight,Latin American Restaurant,1085.0,1,5574b113498e907e6ee793bb
Groundhouse Coffee,Coffee Shop,938.0,1,4f492e26e4b0e1322aac51a1
Wilson's Tea & Coffee,Restaurant,192.0,1,5570b64c498ea7cbfdec9439
Oak and Iris Coffee Shop & Cafe,Coffee Shop,923.0,1,4ea477c3b80355a98298c471
Mi Bella Dama restaurant,Caribbean Restaurant,436.0,1,4c8bc6b15e38b1f7fc082bf9
China City Restaurant,Chinese Restaurant,930.0,1,4b5f846ff964a52014bf29e3
New Santa Ana Restaurant,Mexican Restaurant,661.0,1,585c9e5a7d0f6d0aa2d90e6c
Frank's Coffee Shop,Coffee Shop,1179.0,1,4f32057d19833175d60a7ea9
Pena Family Restaurant,Mexican Restaurant,327.0,1,4f281f70e4b0600378943c5c
Green Sky Restaurant,Chinese Restaurant,398.0,1,53701f88498ef5316dcd6de5
Coffee Shop,Coffee Shop,689.0,1,4c450f6574ffc928d48576cc
Da Wong Chinese Restaurant,Food,421.0,1,4f44ec1819836ed001977d14
China Garden Chinese Restaurant,Chinese Restaurant,622.0,1,4e5daf7f22718258c484e731
La Perla Restaurant,Spanish Restaurant,451.0,1,51f55bd3498e8771834182d0
Lackawanna Coffee,Coffee Shop,123.0,1,550abf1d498ebde0f6d8d4c4
Ariana Coffee Shop,Coffee Shop,352.0,1,4d263a6337a1b60c34b09db8
Crown Fried Chicken Coffee Shop,Fast Food Restaurant,603.0,1,4dc37705fa76d685cdaf0893
Burly Coffee,Coffee Shop,540.0,1,54550e00498efbb0dc34de7a
Żabka Coffee,Coffee Shop,899.0,1,5ba95edefe3740002cde5b78
Good Friends Chinese Restaurant,Chinese Restaurant,593.0,1,4db8e1cc93a0f369e86400ff
"S,T Coffee",Coffee Shop,670.0,1,5662f5d3498e53d321cd3456
Crocus Coffee,Coffee Shop,247.0,1,52a102da11d29a428cb564e7
Cozy Coffee,Coffee Shop,774.0,1,57533de6498e0f101c5c3a70
Ian's Coffee Shop,Coffee Shop,1093.5,2,56f07966498e18f9b8ec1522
New Hardee Chinese Restaurant,Chinese Restaurant,576.0,1,4c1971edfe5a76b073ae0315
King's Food Chinese Restaurant,Chinese Restaurant,1035.0,2,5061039e498e317f7a52972f
Little Roy Coffee Co.,Coffee Shop,514.0,1,589f51079343e07629090fb6
Kum Wah Restaurant,Food,516.0,1,4f4334a119834bc91f555252
Subaltern Coffee Co.,Coffee Shop,348.0,1,5616853e498ebe79dad80a34
Mary's Coffee Shop,Diner,615.0,1,53c68400498eed8d9c3a7213
Coffee Shop,American Restaurant,932.0,2,4c3cb59b4bc9a593930bd371
Wonderful Asian Restaurant,Chinese Restaurant,247.0,1,55d5280d498e930ee608fe21
Brothers Coffee Shop,Latin American Restaurant,917.0,1,4e1f1a3545dd3be9c47a2bab
New No. 1 Chinese Restaurant,Chinese Restaurant,1164.0,1,4b287093f964a5205d9324e3
New Fu En Sun Hing Restaurant,Chinese Restaurant,904.0,1,4dd35234d22d4d4d408c1d1f
Good Friend Chinese Restaurant,Chinese Restaurant,327.0,1,4c324e416f1fef3ba43bec3d
Kitten Coffee,Coffee Shop,753.0,1,4d8de1c01716a143264a23f7
Wing Cheong,Chinese Restaurant,949.5,2,4bfec075369476b04fcc8c1f
Hings Kwok,Chinese Restaurant,774.0,1,4e0b5843fa76f9d12b9076f7
Jan's Coffee Shop,Café,1090.0,2,5998aac6bed4833255ead3eb
Yansel Restaurant Corp.,Diner,370.0,1,4ed4e2de490137002cd8b387
Ian's Coffee,Coffee Shop,1097.0,2,56eeb244cd10ffe7a63c2bce
Bert's Catering & Restaurant,American Restaurant,542.0,1,4e4cdcdfbd413c4cc66cc4b5
Soldier Jerk Center and Restaurant,Caribbean Restaurant,990.0,2,523f5d46498edd52f1fde87b
Country Spice Restaurant,Cajun / Creole Restaurant,422.0,1,4cd353636be6a143fb019402
Throop Chinese Restaurant,Chinese Restaurant,472.0,1,4f3218f119836c91c7b58f8f
Ullah Restaurant,Indian Restaurant,1087.0,2,4cf85473ee0ea143c3ce3b97
Sun Hing Chinese Restaurant,Food,882.0,1,4f329b1f19836c91c7e823b1
Key Food,Supermarket,1012.0,1,4c55c78a4623be9a596b09f5
Golden Hing,Chinese Restaurant,1093.0,1,4b26a067f964a520927e24e3
Dylan's Restaurant,American Restaurant,552.0,1,522cad0111d24cdd3d76550e
Old Mexico Restaurant,Food,130.0,1,4f32594519836c91c7cef39b
Teresa's Restaurant,Eastern European Restaurant,204.0,1,43655e80f964a52062291fe3
Migita Japenese Restaurant & Cocktail Bar,Japanese Restaurant,230.0,1,4e4e4cbebd4101d0d7a72a78
Kaigo Coffee Room,Coffee Shop,638.0,2,5b783a532d270e001c6a84e3
Hibino,Japanese Restaurant,296.0,1,48a41073f964a52091511fe3
Mitoushi Sushi,Japanese Restaurant,461.0,1,4bafd791f964a5203c253ce3
Hadermout Yemeni Restaurant,Middle Eastern Restaurant,503.0,1,509edc8de4b09f0185680c8c
Dhaka Indian Restaurant,Indian Restaurant,422.0,1,4e4de5fbbd4101d0d79da9d0
Oishi Oochi Restaurant,Food,476.0,1,4f32342c19836c91c7c05e83
Fried Frank Starbucks Coffee Machine,Coffee Shop,451.0,2,4f244df0e4b047657992b2e6
Red Apple Chinese Restaurant,Food,682.5,2,4f44b2f619836ed00195ebe1
Joya,Thai Restaurant,560.5,2,4112ca00f964a520ed0b1fe3
China Hong,Chinese Restaurant,644.5,2,4af0e1e3f964a520e5df21e3
Sur Restaurant,Food,415.0,1,4f435bd719834bc91f563aa4
Hadramout Restaurant,Restaurant,718.3333333333334,3,4f3265a119836c91c7d3c6f7
El Pitayo,Mexican Restaurant,543.0,1,4afe10aaf964a5209f2d22e3
Nikko Restaurant,Food,506.0,1,4f32a88919836c91c7ed2ebd
Kalio Restaurant,Food,484.5,2,4f3232e919836c91c7bfe0f0
